RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-500329,2026-02-12,Streetline Skate,Skateboarding,PlayStation Store,DE,39.99,13.4,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500330,2026-03-15,Zero Hour Arena,Shooter Live Service,Epic Store,UK,0.00,1.3,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500331,2026-05-25,Hearthwild,Survival Crafting,Epic Store,DE,34.99,6.7,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500332,2026-04-22,LifeSpace,Life Simulation,Epic Store,AU,49.99,14.4,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500333,2026-01-26,LifeSpace,Life Simulation,Steam,CA,49.99,12.3,FALSE,"Crash after long session","Crash / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500334,2026-05-09,LifeSpace,Life Simulation,Xbox Store,BR,49.99,6.8,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500335,2026-05-12,Apex Circuit,Racing,PlayStation Store,DE,59.99,4.7,FALSE,"License content mismatch","License / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for license content mismatch"
RF-500336,2025-11-06,Streetline Skate,Skateboarding,Steam,FR,39.99,16.4,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500337,2025-12-30,TownLife,Life Simulation,PlayStation Store,UK,0.00,13.7,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Partial credit issued",1,"Standard storefront review for dlc pricing dispute"
RF-500338,2025-11-24,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,17.2,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500339,2025-10-19,LifeSpace,Life Simulation,Xbox Store,CA,49.99,3.7,TRUE,"Save corruption","Save / support",TRUE,"Legal/privacy review","Chargeback risk",17,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500340,2025-10-15,LifeSpace,Life Simulation,Steam,JP,49.99,3.4,TRUE,"Crash after long session","Crash / support",TRUE,"Publisher review","Denied",2,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500341,2026-04-14,TownLife,Life Simulation,Epic Store,US,0.00,9.9,FALSE,"Account entitlement issue","Account / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500342,2025-11-27,Hearthwild,Survival Crafting,Steam,US,34.99,14.3,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500343,2025-10-24,TownLife,Life Simulation,PlayStation Store,BR,0.00,18.9,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500344,2026-02-02,LifeSpace,Life Simulation,Steam,UK,49.99,6.8,FALSE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500345,2025-10-29,Zero Hour Arena,Shooter Live Service,Epic Store,US,0.00,15.0,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500346,2026-04-23,LifeSpace,Life Simulation,Epic Store,DE,49.99,16.8,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Denied",3,"Standard storefront review for npc ai failure"
RF-500347,2025-10-21,LifeSpace,Life Simulation,PlayStation Store,DE,49.99,3.3,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500348,2025-12-03,Hearthwild,Survival Crafting,PlayStation Store,DE,34.99,8.9,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500349,2025-11-03,Streetline Skate,Skateboarding,Steam,CA,39.99,15.6,FALSE,"Performance on older console","Performance / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for performance on older console"
RF-500350,2026-05-21,TownLife,Life Simulation,Steam,FR,0.00,20.1,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for dlc pricing dispute"
RF-500351,2025-10-15,Zero Hour Arena,Shooter Live Service,Epic Store,CA,0.00,17.5,TRUE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","Denied",1,"Standard storefront review for skin entitlement issue"
RF-500352,2026-03-17,Zero Hour Arena,Shooter Live Service,Epic Store,AU,0.00,3.2,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500353,2026-04-12,LifeSpace,Life Simulation,Xbox Store,US,49.99,7.7,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500354,2026-02-03,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,13.7,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500355,2026-02-09,TownLife,Life Simulation,Xbox Store,US,0.00,14.2,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500356,2025-10-15,LifeSpace,Life Simulation,Steam,AU,49.99,11.3,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Chargeback risk",3,"Standard storefront review for dlc value complaint"
RF-500357,2026-04-30,Zero Hour Arena,Shooter Live Service,Xbox Store,CA,0.00,16.4,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500358,2025-12-22,LifeSpace,Life Simulation,Epic Store,CA,49.99,7.8,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500359,2025-10-23,Streetline Skate,Skateboarding,Epic Store,US,39.99,6.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500360,2026-04-22,Apex Circuit,Racing,Xbox Store,UK,59.99,2.6,TRUE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","Denied",1,"Standard storefront review for leaderboard outage"
RF-500361,2025-10-07,TownLife,Life Simulation,Epic Store,AU,0.00,16.2,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500362,2026-02-18,Hearthwild,Survival Crafting,Steam,BR,34.99,13.3,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500363,2026-05-04,Apex Circuit,Racing,PlayStation Store,FR,59.99,13.2,TRUE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","Partial credit issued",5,"Standard storefront review for wheel support issue"
RF-500364,2026-04-10,LifeSpace,Life Simulation,Xbox Store,UK,49.99,13.6,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Denied",4,"Standard storefront review for dlc value complaint"
RF-500365,2026-04-02,Hearthwild,Survival Crafting,Xbox Store,UK,34.99,9.8,TRUE,"Early access content gap","Early / support",TRUE,"Legal/privacy review","Denied",5,"Escalated because player supplied logs or payment evidence for early access content gap"
RF-500366,2026-04-29,Streetline Skate,Skateboarding,Epic Store,UK,39.99,8.5,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500367,2026-04-17,Streetline Skate,Skateboarding,Epic Store,BR,39.99,2.4,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500368,2025-12-11,Apex Circuit,Racing,Xbox Store,FR,59.99,9.7,FALSE,"Career mode repetition","Career / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for career mode repetition"
RF-500369,2025-11-03,Streetline Skate,Skateboarding,Xbox Store,DE,39.99,10.1,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500370,2026-04-28,TownLife,Life Simulation,Xbox Store,DE,0.00,19.2,FALSE,"Account entitlement issue","Account / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500371,2025-11-17,LifeSpace,Life Simulation,Steam,CA,49.99,18.7,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500372,2026-05-03,LifeSpace,Life Simulation,PlayStation Store,BR,49.99,18.7,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500373,2025-11-30,Apex Circuit,Racing,Epic Store,US,59.99,1.9,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500374,2026-01-09,LifeSpace,Life Simulation,Steam,CA,49.99,7.7,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500375,2026-02-06,Streetline Skate,Skateboarding,PlayStation Store,AU,39.99,17.8,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500376,2025-12-18,Streetline Skate,Skateboarding,Xbox Store,BR,39.99,13.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500377,2026-03-22,TownLife,Life Simulation,Steam,FR,0.00,10.5,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500378,2025-12-20,Hearthwild,Survival Crafting,Steam,JP,34.99,14.6,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500379,2026-04-23,Hearthwild,Survival Crafting,PlayStation Store,FR,34.99,3.4,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500380,2026-04-09,LifeSpace,Life Simulation,Epic Store,UK,49.99,16.5,FALSE,"DLC value complaint","DLC / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500381,2026-02-20,Streetline Skate,Skateboarding,Steam,FR,39.99,12.7,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500382,2026-03-18,Zero Hour Arena,Shooter Live Service,Steam,FR,0.00,15.3,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500383,2026-02-16,TownLife,Life Simulation,Steam,US,0.00,12.7,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500384,2026-05-09,LifeSpace,Life Simulation,Steam,US,49.99,19.7,TRUE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","Approved",8,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500385,2026-05-24,LifeSpace,Life Simulation,Steam,AU,49.99,6.5,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500386,2026-05-18,Club Director Pro,Strategy Management,PlayStation Store,DE,39.99,3.8,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500387,2026-03-30,Chronicle Vale,RPG Adventure,Steam,US,59.99,9.3,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500388,2025-10-31,Apex Circuit,Racing,Xbox Store,AU,59.99,17.8,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500389,2026-04-22,TownLife,Life Simulation,Xbox Store,CA,0.00,16.1,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500390,2025-12-23,LifeSpace,Life Simulation,PlayStation Store,BR,49.99,11.0,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Approved",3,"Standard storefront review for dlc value complaint"
RF-500391,2025-12-10,LifeSpace,Life Simulation,Steam,JP,49.99,5.7,FALSE,"NPC AI failure","NPC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
